"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"Ultima IV ","EU","Role-Playing,PC-style RPG","Lord British, the wise and compassionate ruler of Britannia, wishes to erase the legacy left behind by the three Evil Lords. To do so, he must find an Avatar. An Avatar is one who has achieved enlightenment in the 8 Virtues - Honor, Valor, Sacrifice, Compassion, Justice, Spirituality, Honesty and Humility. Only the most virtuous of souls can complete the perilous journey that lies ahead! If you think that you're the savior for whom Lord British is searching, then prove your worth by taking on the Quest of the Avatar!","n/a","7.6","n/a","Origin","1990 ","http://www.gamefaqs.com/sms/588164-ultima-iv-quest-of-the-avatar"
"Ultima IV ","SA","Role-Playing,PC-style RPG","Lord British, the wise and compassionate ruler of Britannia, wishes to erase the legacy left behind by the three Evil Lords. To do so, he must find an Avatar. An Avatar is one who has achieved enlightenment in the 8 Virtues - Honor, Valor, Sacrifice, Compassion, Justice, Spirituality, Honesty and Humility. Only the most virtuous of souls can complete the perilous journey that lies ahead! If you think that you're the savior for whom Lord British is searching, then prove your worth by taking on the Quest of the Avatar!","n/a","7.6","n/a","Origin","1990 ","http://www.gamefaqs.com/sms/588164-ultima-iv-quest-of-the-avatar"
"Ultimate Soccer","US","Sports,Traditional,Soccer,Sim","You're on the pitch, ready to kick off. The crowd is going crazy. The season has been long and challenging. You've been up against a lot of teams and come out on top, and today's the day - to prove that you have the skill and determination to become the Ultimate Soccer champion!","n/a","4.0","n/a","Sega","1993 ","http://www.gamefaqs.com/sms/939436-ultimate-soccer"
"Vigilante","US","Action,Beat-'Em-Up","On the baddest streets of the city they know your name. You are lean and mean... the karate master they call the Vigilante! Your turf was left alone. Your friends and neighbors lived in peace. Until the Rogue gang got too big for their britches. You chilled, hoping things wouldn't get too rough. No such luck. They've taken your girlfriend Maria, and there's only one thing you can do... get her back... anyway you can! You have fists of steel! Legs like pistons! And courage that just won't quit! You will need all three because the Rogues are waiting with knives, guns and a whole bunch of nasty punks. And you'll have to fight fast. If the Rogues make it back to their headquarters before you rescue Maria, all hope will be lost. But catch them first and you'll fight the leader of the Rogues. Win Maria... and your turf... will remain safe. Feel any pressure? No way. You're the Vigilante!","4.0","6.8","n/a","Sega","1988 ","http://www.gamefaqs.com/sms/588165-vigilante"
"Virtua Fighter Animation","US","Action,Fighting,2D","Virtua Fighter Animation is an Action game, developed by Aspect and published by Tec Toy,which was released in South America in 1997.","n/a","6.6","n/a","Aspect","March 1997 ","http://www.gamefaqs.com/sms/938746-virtua-fighter-animation"
"Disney's The Jungle Book","US","Action,Platformer,2D","Get down to the bare necessities of life and escort Mowgli through the jungle to the safety of the human village. Fight the boggle-eyed snake, Kaa, and defeat Shere Khan the hungry tiger in this exciting adventure based on Disney's classic! It'll drive you ape crazy!","8.0","6.2","n/a","Syrox Developments","1993 ","http://www.gamefaqs.com/sms/570291-disneys-the-jungle-book"
"Walt Disney's The Jungle Book","SA","Action,Platformer,2D","Get down to the bare necessities of life and escort Mowgli through the jungle to the safety of the human village. Fight the boggle-eyed snake, Kaa, and defeat Shere Khan the hungry tiger in this exciting adventure based on Disney's classic! It'll drive you ape crazy!","8.0","6.2","n/a","Syrox Developments","1993 ","http://www.gamefaqs.com/sms/570291-disneys-the-jungle-book"
"Walter Payton Football","US","Sports,Traditional,Football,Sim","It's the snap!You sweep to the right.The quarterback hands you the ball.You head for daylight as the linemen open a hole.Suddenly, 250 lbs. of screaming tackle is heading your way.He wants to make you splat city.What will you do?This game gives you the chance to find out.With Walter Payton Football you can play against the computer, or against a friend, in a Monday Night Game or in a series on the Road to The Superbowl.Choose from 28 west, central and eastern teams.Offense and defense.Should you run or pass?Will a reverse throw 'em off guard?In the middle of a hot series, you can save your standings with a Password save.If you like football, then Sega's Walter Payton Football is the game for you!","n/a","6.4","n/a","Sega","1989 ","http://www.gamefaqs.com/sms/588033-walter-payton-football"
"American Pro Football","EU","Sports,Traditional,Football,Sim","It's the snap!You sweep to the right.The quarterback hands you the ball.You head for daylight as the linemen open a hole.Suddenly, 250 lbs. of screaming tackle is heading your way.He wants to make you splat city.What will you do?This game gives you the chance to find out.With Walter Payton Football you can play against the computer, or against a friend, in a Monday Night Game or in a series on the Road to The Superbowl.Choose from 28 west, central and eastern teams.Offense and defense.Should you run or pass?Will a reverse throw 'em off guard?In the middle of a hot series, you can save your standings with a Password save.If you like football, then Sega's Walter Payton Football is the game for you!","n/a","6.4","n/a","Sega","1989 ","http://www.gamefaqs.com/sms/588033-walter-payton-football"
"Wanted","US","Action,Shooter,Light Gun","The desperadoes are back! It's time for you to put on your silver badge, strap on your Light Phaser and restore peace to the quiet little western towns. It won't be easy... because this time the bad guys are gunning for you!","n/a","6.7","n/a","Sanritsu","1989 ","http://www.gamefaqs.com/sms/588167-wanted"
"Spellcaster","US","Role-Playing,Action RPG","You are Kane, the SpellCaster warrior of Summit Temple. You have mastered the art of shooting Ki Force from your fingertips. With magic spells you have the power to call down the strength of the Gods! Now an army of evil is sweeping the countryside, destroying temples and villages. You have been called into battle to discover who the enemy is... and what is at the heart of their evil plans. It's an adventure that will take you above and below ground, across time, space and even into the Land of the Dead! As you battle strange creatures and gain the use of magical weapons, you'll learn the truth behind the attacks and much about your destiny as an eternal warrior of truth and justice! Live through the final battle and you'll discover what it really means to be called SpellCaster!","8.0","7.4","n/a","Sega","1989 ","http://www.gamefaqs.com/sms/588147-spellcaster"
"Kujaku Ou","JP","Role-Playing,Action RPG","You are Kane, the SpellCaster warrior of Summit Temple. You have mastered the art of shooting Ki Force from your fingertips. With magic spells you have the power to call down the strength of the Gods! Now an army of evil is sweeping the countryside, destroying temples and villages. You have been called into battle to discover who the enemy is... and what is at the heart of their evil plans. It's an adventure that will take you above and below ground, across time, space and even into the Land of the Dead! As you battle strange creatures and gain the use of magical weapons, you'll learn the truth behind the attacks and much about your destiny as an eternal warrior of truth and justice! Live through the final battle and you'll discover what it really means to be called SpellCaster!","8.0","7.4","n/a","Sega","1989 ","http://www.gamefaqs.com/sms/588147-spellcaster"
"Warrior Quest","SA","Role-Playing,Action RPG","You are Kane, the SpellCaster warrior of Summit Temple. You have mastered the art of shooting Ki Force from your fingertips. With magic spells you have the power to call down the strength of the Gods! Now an army of evil is sweeping the countryside, destroying temples and villages. You have been called into battle to discover who the enemy is... and what is at the heart of their evil plans. It's an adventure that will take you above and below ground, across time, space and even into the Land of the Dead! As you battle strange creatures and gain the use of magical weapons, you'll learn the truth behind the attacks and much about your destiny as an eternal warrior of truth and justice! Live through the final battle and you'll discover what it really means to be called SpellCaster!","8.0","7.4","n/a","Sega","1989 ","http://www.gamefaqs.com/sms/588147-spellcaster"
"Where in the World is Carmen Sandiego?","US","Miscellaneous,Puzzle,General","Where in the world is Carmen Sandiego, and where has her gang of thieves taken the loot? You're the detective tracking down culprits in this globe-hopping mystery action game. And as you work your way up the 5 challenge levels from Rookie to Ace Detective, the mysteries get more complicated and your suspect and his henchmen become more aggressive, firing bullets and throwing knives you must duck on-screen. In each case, one of 10 elusive villains has stolen one of 90 national treasures and absconded to one of 30 foreign cities. Chase your suspect around the world, racing the clock and making crucial decisions: What city did he go to? Where will you investigate, the Embassy of the Warehouse? Collect pertinent facts from the special Almanac, and travel the globe till you've got the goods on your crook. When you know whodunit, visit Interpol and bring your suspect to justice!","n/a","7.0","n/a","Parker Bros.","1989 ","http://www.gamefaqs.com/sms/588168-where-in-the-world-is-carmen-sandiego"
"Wimbledon","US","Sports,Traditional,Tennis","Control one of the world's top players, or enter yourself in the Tour and test your skill. Singles, Doubles, practice, four exciting tournaments - fast, heart-stopping action from beginning to end!","n/a","6.4","n/a","Sims","1992 ","http://www.gamefaqs.com/sms/588169-wimbledon"
"Wimbledon II","US","Sports,Traditional,Tennis","You started out at the bottom, an unknown name in a field of highly talented players. You worked your way up the ranks, playing in America, Australia and France. And now, the big day... the day you take on the best tennis players in the world for the Wimbledon Open Cup!","8.0","9.0","n/a","Sims","1993 ","http://www.gamefaqs.com/sms/570215-wimbledon-ii"
